  0.00000E+00  1.00000E+00  1.00000E+00 -6.08161E-08
  1.00000E-02  1.00000E+00  1.00000E+00 -1.30698E-07
  2.00000E-02  1.00000E+00  1.00000E+00 -2.00221E-07
  3.00000E-02  1.00000E+00  1.00000E+00 -1.82712E-07
  4.00000E-02  1.00000E+00  1.00000E+00 -1.65011E-07
  5.00000E-02  1.00000E+00  1.00000E+00 -1.41247E-07
  6.00000E-02  1.00000E+00  1.00000E+00 -7.67120E-08
  7.00000E-02  1.00000E+00  1.00000E+00 -6.34276E-08
  8.00000E-02  1.00000E+00  1.00000E+00 -1.67191E-08
  9.00000E-02  1.00000E+00  1.00000E+00  5.62267E-08
  1.00000E-01  1.00000E+00  1.00000E+00  9.79089E-08
  1.10000E-01  1.00000E+00  1.00000E+00  1.08160E-07
  1.20000E-01  1.00000E+00  1.00000E+00  1.91723E-07
  1.30000E-01  1.00000E+00  1.00000E+00  2.09301E-07
  1.40000E-01  1.00000E+00  1.00000E+00  2.31959E-07
  1.50000E-01  1.00000E+00  1.00000E+00  1.62646E-07
  1.60000E-01  1.00000E+00  1.00000E+00  8.10916E-08
  1.70000E-01  1.00000E+00  1.00000E+00  2.02995E-08
  1.80000E-01  1.00000E+00  1.00000E+00  7.49524E-09
  1.90000E-01  1.00000E+00  9.99999E-01  6.87646E-07
  2.00000E-01  9.99988E-01  9.99981E-01  1.39181E-05
  2.10000E-01  9.99852E-01  9.99753E-01  1.90743E-04
  2.20000E-01  9.98127E-01  9.96881E-01  2.42126E-03
  2.30000E-01  9.89050E-01  9.81832E-01  1.41801E-02
  2.40000E-01  9.71769E-01  9.53423E-01  3.67758E-02
  2.50000E-01  9.49733E-01  9.17679E-01  6.59945E-02
  2.60000E-01  9.25563E-01  8.79084E-01  9.85717E-02
  2.70000E-01  9.00682E-01  8.40057E-01  1.32703E-01
  2.80000E-01  8.75712E-01  8.01601E-01  1.67592E-01
  2.90000E-01  8.50897E-01  7.64100E-01  2.02927E-01
  3.00000E-01  8.26367E-01  7.27735E-01  2.38553E-01
  3.10000E-01  8.02176E-01  6.92580E-01  2.74369E-01
  3.20000E-01  7.78384E-01  6.58676E-01  3.10314E-01
  3.30000E-01  7.55008E-01  6.26042E-01  3.46340E-01
  3.40000E-01  7.32087E-01  5.94685E-01  3.82401E-01
  3.50000E-01  7.09644E-01  5.64608E-01  4.18447E-01
  3.60000E-01  6.87711E-01  5.35813E-01  4.54432E-01
  3.70000E-01  6.66283E-01  5.08285E-01  4.90306E-01
