  0.00000E+00  1.00000E-15  1.00000E-15          NaN
  7.81250E-02  1.00000E-15  1.00000E-15          NaN
  1.56250E-01  1.00000E-15  1.00000E-15          NaN
  2.34375E-01  1.00000E-15  1.00000E-15          NaN
  3.12500E-01  1.00000E-15  1.00000E-15          NaN
  3.90625E-01  1.00000E-15  1.00000E-15          NaN
  4.68750E-01  1.00000E-15  1.00000E-15          NaN
  5.46875E-01  1.00000E-15  1.00000E-15          NaN
  6.25000E-01  1.00000E-15  1.00000E-15          NaN
  7.03125E-01  1.00000E-15  1.00000E-15          NaN
  7.81250E-01  1.00000E-15  1.00000E-15          NaN
  8.59375E-01  1.00000E-15  1.00000E-15          NaN
  9.37500E-01  1.00000E-15  1.00000E-15          NaN
  1.01563E+00  1.00000E-15  1.00000E-15          NaN
  1.09375E+00  1.00000E-15  1.00000E-15          NaN
  1.17188E+00  1.00000E-15  1.00000E-15          NaN
  1.25000E+00  1.00000E-15  1.00000E-15          NaN
  1.32813E+00  1.00000E-15  1.00000E-15          NaN
  1.40625E+00  1.00000E-15  1.00000E-15          NaN
  1.48438E+00  1.00000E-15  1.00000E-15          NaN
  1.56250E+00  1.00000E-15  1.00000E-15          NaN
  1.64063E+00  1.00000E-15  1.00000E-15          NaN
  1.71875E+00  1.00000E-15  1.00000E-15          NaN
  1.79688E+00  1.00000E-15  1.00000E-15          NaN
  1.87500E+00  1.00000E-15  1.00000E-15          NaN
  1.95313E+00  1.00000E-15  1.00000E-15          NaN
  2.03125E+00  1.00000E-15  1.00000E-15          NaN
  2.10938E+00  1.00000E-15  1.00000E-15          NaN
  2.18750E+00  1.00000E-15  1.00000E-15          NaN
  2.26563E+00  1.00000E-15  1.00000E-15          NaN
  2.34375E+00  1.00000E-15  1.00000E-15          NaN
  2.42188E+00  1.00000E-15  1.00000E-15          NaN
  2.50000E+00  1.00000E-15  1.00000E-15          NaN
  2.57813E+00  1.00000E-15  1.00000E-15          NaN
  2.65625E+00  1.00000E-15  1.00000E-15          NaN
  2.73438E+00  1.00000E-15  1.00000E-15          NaN
  2.81250E+00  1.00000E-15  1.00000E-15          NaN
  2.89063E+00  1.00000E-15  1.00000E-15          NaN
  2.96875E+00  1.00000E-15  1.00000E-15          NaN
  3.04688E+00  1.00000E-15  1.00000E-15          NaN
  3.12500E+00  1.00000E-15  1.00000E-15          NaN
  3.20313E+00  1.00000E-15  1.00000E-15          NaN
  3.28125E+00  1.00000E-15  1.00000E-15          NaN
  3.35938E+00  1.00000E-15  1.00000E-15          NaN
  3.43750E+00  1.00000E-15  1.00000E-15          NaN
  3.51563E+00  1.00000E-15  1.00000E-15          NaN
  3.59375E+00  1.00000E-15  1.00000E-15          NaN
  3.67188E+00  1.00000E-15  1.00000E-15          NaN
  3.75000E+00  1.00000E-15  1.00000E-15          NaN
  3.82813E+00  1.00000E-15  1.00000E-15          NaN
  3.90625E+00  1.00000E-15  1.00000E-15          NaN
  3.98438E+00  1.00000E-15  1.00000E-15          NaN
  4.06250E+00  1.00000E-15  1.00000E-15          NaN
  4.14063E+00  1.00000E-15  1.00000E-15          NaN
  4.21875E+00  1.00000E-15  1.00000E-15          NaN
  4.29688E+00  1.00000E-15  1.00000E-15          NaN
  4.37500E+00  1.00000E-15  1.00000E-15          NaN
  4.45313E+00  1.00000E-15  1.00000E-15          NaN
  4.53125E+00  1.00000E-15  1.00000E-15          NaN
  4.60938E+00  1.00000E-15  1.00000E-15          NaN
  4.68750E+00  1.00000E-15  1.00000E-15          NaN
  4.76563E+00  1.00000E-15  1.00000E-15          NaN
  4.84375E+00  1.00000E-15  1.00000E-15          NaN
  4.92188E+00  1.00000E-15  1.00000E-15          NaN
  5.00000E+00  1.00000E-15  1.00000E-15          NaN
  5.07813E+00  1.00000E-15  1.00000E-15          NaN
  5.15625E+00  1.00000E-15  1.00000E-15          NaN
  5.23438E+00  1.00000E-15  1.00000E-15          NaN
  5.31250E+00  1.00000E-15  1.00000E-15          NaN
  5.39063E+00  1.00000E-15  1.00000E-15          NaN
  5.46875E+00  1.00000E-15  1.00000E-15          NaN
  5.54688E+00  1.00000E-15  1.00000E-15          NaN
  5.62500E+00  1.00000E-15  1.00000E-15          NaN
  5.70313E+00  1.00000E-15  1.00000E-15          NaN
  5.78125E+00  1.00000E-15  1.00000E-15          NaN
  5.85938E+00  1.00000E-15  1.00000E-15          NaN
  5.93750E+00  1.00000E-15  1.00000E-15          NaN
  6.01563E+00  1.00000E-15  1.00000E-15          NaN
  6.09375E+00  1.00000E-15  1.00000E-15          NaN
  6.17188E+00  1.00000E-15  1.00000E-15          NaN
  6.25000E+00  1.00000E-15  1.00000E-15          NaN
  6.32813E+00  1.00000E-15  1.00000E-15          NaN
  6.40625E+00  1.00000E-15  1.00000E-15          NaN
  6.48438E+00  1.00000E-15  1.00000E-15          NaN
  6.56250E+00  1.00000E-15  1.00000E-15          NaN
  6.64063E+00  1.00000E-15  1.00000E-15          NaN
  6.71875E+00  1.00000E-15  1.00000E-15          NaN
  6.79688E+00  1.00000E-15  1.00000E-15          NaN
  6.87500E+00  1.00000E-15  1.00000E-15          NaN
  6.95313E+00  1.00000E-15  1.00000E-15          NaN
  7.03125E+00  1.00000E-15  1.00000E-15          NaN
  7.10938E+00  1.00000E-15  1.00000E-15          NaN
  7.18750E+00  1.00000E-15  1.00000E-15          NaN
  7.26563E+00  1.00000E-15  1.00000E-15          NaN
  7.34375E+00  1.00000E-15  1.00000E-15          NaN
  7.42188E+00  1.00000E-15  1.00000E-15          NaN
  7.50000E+00  1.00000E-15  1.00000E-15          NaN
  7.57813E+00  1.00000E-15  1.00000E-15          NaN
  7.65625E+00  1.00000E-15  1.00000E-15          NaN
  7.73438E+00  1.00000E-15  1.00000E-15          NaN
  7.81250E+00  1.00000E-15  1.00000E-15          NaN
  7.89063E+00  1.00000E-15  1.00000E-15          NaN
  7.96875E+00  1.00000E-15  1.00000E-15          NaN
  8.04688E+00  1.00000E-15  1.00000E-15          NaN
  8.12500E+00  1.00000E-15  1.00000E-15          NaN
  8.20313E+00  1.00000E-15  1.00000E-15          NaN
  8.28125E+00  1.00000E-15  1.00000E-15          NaN
  8.35938E+00  1.00000E-15  1.00000E-15          NaN
  8.43750E+00  1.00000E-15  1.00000E-15          NaN
  8.51563E+00  1.00000E-15  1.00000E-15          NaN
  8.59375E+00  1.00000E-15  1.00000E-15          NaN
  8.67188E+00  1.00000E-15  1.00000E-15          NaN
  8.75000E+00  1.00000E-15  1.00000E-15          NaN
  8.82813E+00  1.00000E-15  1.00000E-15          NaN
  8.90625E+00  1.00000E-15  1.00000E-15          NaN
  8.98438E+00  1.00000E-15  1.00000E-15          NaN
  9.06250E+00  1.00000E-15  1.00000E-15          NaN
  9.14063E+00  1.00000E-15  1.00000E-15          NaN
  9.21875E+00  1.00000E-15  1.00000E-15          NaN
  9.29688E+00  1.00000E-15  1.00000E-15          NaN
  9.37500E+00  1.00000E-15  1.00000E-15          NaN
  9.45313E+00  1.00000E-15  1.00000E-15          NaN
  9.53125E+00  1.00000E-15  1.00000E-15          NaN
  9.60938E+00  1.00000E-15  1.00000E-15          NaN
  9.68750E+00  1.00000E-15  1.00000E-15          NaN
  9.76563E+00  1.00000E-15  1.00000E-15          NaN
  9.84375E+00  1.00000E-15  1.00000E-15          NaN
  9.92188E+00  1.00000E-15  1.00000E-15          NaN
