  0.00000E+00  1.00000E+00  1.00000E+00  0.00000E+00
  1.00000E-02  1.00000E+00  1.00000E+00 -2.20212E-08
  2.00000E-02  1.00000E+00  1.00000E+00 -8.61565E-08
  3.00000E-02  1.00000E+00  1.00000E+00 -6.65707E-08
  4.00000E-02  1.00000E+00  1.00000E+00 -8.40447E-08
  5.00000E-02  1.00000E+00  1.00000E+00 -1.02567E-07
  6.00000E-02  1.00000E+00  1.00000E+00 -1.35972E-07
  7.00000E-02  1.00000E+00  1.00000E+00 -1.58825E-07
  8.00000E-02  1.00000E+00  1.00000E+00 -4.30327E-08
  9.00000E-02  1.00000E+00  1.00000E+00  1.17100E-07
  1.00000E-01  1.00000E+00  1.00000E+00  8.47583E-08
  1.10000E-01  1.00000E+00  1.00000E+00  6.05551E-08
  1.20000E-01  1.00000E+00  1.00000E+00  1.31101E-07
  1.30000E-01  1.00000E+00  1.00000E+00  1.13454E-07
  1.40000E-01  1.00000E+00  1.00000E+00  1.10468E-07
  1.50000E-01  1.00000E+00  1.00000E+00  6.14568E-08
  1.60000E-01  1.00000E+00  1.00000E+00  2.02979E-08
  1.70000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  1.80000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  1.90000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  2.00000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  2.10000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  2.20000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  2.30000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  2.40000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  2.50000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  2.60000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  2.70000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  2.80000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  2.90000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  3.00000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  3.10000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  3.20000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  3.30000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  3.40000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  3.50000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  3.60000E-01  1.00000E+00  1.00000E+00  0.00000E+00
  3.70000E-01  1.00000E+00  1.00000E+00 -1.88996E-08
  3.80000E-01  1.00000E+00  1.00000E+00  3.64009E-08
  3.90000E-01  1.00000E+00  9.99999E-01  1.91142E-06
  4.00000E-01  9.99964E-01  9.99940E-01  4.64815E-05
  4.10000E-01  9.99384E-01  9.98977E-01  7.90702E-04
  4.20000E-01  9.91207E-01  9.85421E-01  1.13614E-02
  4.30000E-01  9.48929E-01  9.16647E-01  6.68987E-02
  4.40000E-01  8.75861E-01  8.02250E-01  1.67120E-01
  4.50000E-01  7.92333E-01  6.79030E-01  2.88952E-01
  4.60000E-01  7.10944E-01  5.65829E-01  4.17524E-01
  4.70000E-01  6.33500E-01  4.69144E-01  5.44185E-01
  4.80000E-01  5.70081E-01  3.91311E-01  6.64058E-01
  4.90000E-01  5.16412E-01  3.31723E-01  7.69644E-01
  5.00000E-01  4.80458E-01  2.95873E-01  8.33728E-01
  5.10000E-01  4.75983E-01  2.89803E-01  8.49236E-01
  5.20000E-01  4.68554E-01  2.91021E-01  8.47754E-01
  5.30000E-01  4.02494E-01  2.93494E-01  8.45843E-01
  5.40000E-01  2.94992E-01  2.94910E-01  8.45308E-01
  5.50000E-01  2.37472E-01  2.91919E-01  8.45260E-01
  5.60000E-01  2.29628E-01  2.98294E-01  8.52334E-01
  5.70000E-01  2.27963E-01  2.96363E-01  8.51455E-01
  5.80000E-01  2.17811E-01  2.73929E-01  7.79385E-01
  5.90000E-01  1.71008E-01  1.79509E-01  4.27449E-01
  6.00000E-01  1.29976E-01  1.07164E-01  4.79175E-02
  6.10000E-01  1.25046E-01  1.00062E-01  4.31262E-04
  6.20000E-01  1.25000E-01  1.00000E-01  6.99286E-07
  6.30000E-01  1.25000E-01  1.00000E-01 -1.88996E-08
  6.40000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  6.50000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  6.60000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  6.70000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  6.80000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  6.90000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  7.00000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  7.10000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  7.20000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  7.30000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  7.40000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  7.50000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  7.60000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  7.70000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  7.80000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  7.90000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  8.00000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  8.10000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  8.20000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  8.30000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  8.40000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  8.50000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  8.60000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  8.70000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  8.80000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  8.90000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.00000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.10000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.20000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.30000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.40000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.50000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.60000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.70000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.80000E-01  1.25000E-01  1.00000E-01  0.00000E+00
  9.90000E-01  1.25000E-01  1.00000E-01  0.00000E+00
